valor,tipo,amenaza,nivel,score,confianza,pais,fuente,visto
cheapcanna.site,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 08:56:42 UTC
www.bruceandgina.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 08:16:37 UTC
canteiro-online.com.br,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 08:16:37 UTC
caissiescoular.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 08:06:36 UTC
bule6swiss.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 08:06:35 UTC
caficulturadepanama.org,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 08:06:35 UTC
buxair.co.za,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 08:06:35 UTC
bsv-kapfenberg.at,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:56:33 UTC
calicanna.shop,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:56:32 UTC
bomadental.com.br,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:36:07 UTC
bolcag.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:36:07 UTC
brainspikemarketing.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:36:07 UTC
black-forest-trading.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:36:06 UTC
boutique.vn,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:36:06 UTC
www.body-project-tunisia.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:26:04 UTC
www.bodrumhayvanmezarligi.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:26:04 UTC
blackmountainsg.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:26:04 UTC
bohemianpostcards.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:26:04 UTC
bluemakers.net,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:26:03 UTC
www.bishopsglass.co.uk,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:26:03 UTC
br2z.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:26:03 UTC
www.bracipizza.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:16:00 UTC
www.biziexpress.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 07:16:00 UTC
bondibilala.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:55:58 UTC
baseebook.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:15:52 UTC
bieffe.org,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:15:52 UTC
www.bigtonypoker.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:15:51 UTC
bflyarn.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:05:50 UTC
www.bestforme.net,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:05:50 UTC
www.bettingspeak.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:05:50 UTC
benigoldikoyi.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 06:05:49 UTC
www.b-vitrees.fr,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:15:23 UTC
avcimediagroup.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:15:22 UTC
avenue144.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:15:22 UTC
awanproperties.ae,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:05:21 UTC
auxilioparamaes.com.br,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:05:20 UTC
avelon.ae,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:05:20 UTC
azwaclothing.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:05:20 UTC
aulutingourmand.fr,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 05:05:19 UTC
arefehpourhossein.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:14:54 UTC
ate-hvacparts.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:14:54 UTC
astrokiduniya.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:14:53 UTC
aquestionofwhen.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:14:53 UTC
arre-mayotte.yt,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:14:53 UTC
arrebolcap.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:04:51 UTC
atelier-upseat.fr,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:04:51 UTC
atbeasy.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:04:51 UTC
asarofirm.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:04:50 UTC
ask-engineering.net,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 04:04:50 UTC
58win.futbol,domain,AsyncRAT,media,53,75,,ThreatFox,2026-09-06 20:05:20 UTC
kolaybet.club,domain,Remcos,media,53,75,,ThreatFox,2026-09-06 19:50:22 UTC
api.qh88eu.com,domain,Remcos,media,53,75,,ThreatFox,2026-09-06 19:50:21 UTC
clipmagic.co,domain,Remcos,media,53,75,,ThreatFox,2026-09-06 19:50:21 UTC
lunar-quill-fluscriois.live,domain,Unknown malware,media,52,80,,ThreatFox,2026-09-06 21:20:56 UTC
medmark.sa,domain,Unknown malware,media,52,80,,ThreatFox,2026-09-06 20:55:14 UTC
58win.gifts,domain,AsyncRAT,media,52,75,,ThreatFox,2026-09-06 20:05:21 UTC
58win.builders,domain,AsyncRAT,media,52,75,,ThreatFox,2026-09-06 20:05:19 UTC
pulsa188slot.co,domain,Remcos,media,52,75,,ThreatFox,2026-09-06 19:55:19 UTC
api.go8.plus,domain,Remcos,media,52,75,,ThreatFox,2026-09-06 19:50:21 UTC
casfol.com,domain,Unknown malware,media,52,80,,ThreatFox,2026-09-06 19:27:52 UTC
688vbet.pro,domain,AsyncRAT,media,52,75,,ThreatFox,2026-09-06 14:45:11 UTC
c2.688vbet.pro,domain,AsyncRAT,media,52,75,,ThreatFox,2026-09-06 14:45:11 UTC
eokqrpyqnofre.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:15 UTC
kdtkwmktteyzx.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:14 UTC
